,tweets,words,
37024," I honestly can't wait to be back at school tomorrow. I'm tired of being sick and going to the doctor. place <tweepy.models.Place object at 0x0291F7D0> coordinates {u'type': u'Point', u'coordinates': [-92.37715803, 34.32743388]}",honestly ca wait school tomorrow tired sick doctor,Non-Medical
37025," @msalazar408 Get a nice bowl of caldo!! That's knock it out. I'm not a doctor, but I stayed at a Holiday Inn Express.",nice bowl caldo thats knock doctor stayed holiday inn express,Non-Medical
37027, Doctor I feel like a racehorse. Take one of these every 4 laps!,doctor feel racehorse laps,Non-Medical
37030, I just saw the last episode of the doctor on Netflix!!!,episode doctor netflix,Non-Medical
37031, What Should My Doctor's Note Say? May 15 9:00 a.m. - 10:00 a.m. PST @CancerLegalHelp  #disabilitybenefits,doctors note pst #disabilitybenefits,Non-Medical
37034, @sydmysterr I don't have my car Friday. :/ I'm doing community service all day till like 4 Thursday and tomorrow I have a doctor appointment,car friday community service day till thursday tomorrow doctor appointment,Non-Medical
37035, My Medical Choice http://t.co/LbtPbpXEbC,medical choice,Non-Medical
37036, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/6KO5MopNhn,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37038," I go to my new doctor ONCE, and I'm prescribed FOUR medications. #landsharkproblems",doctor prescribed medications #landsharkproblems,Non-Medical
37039," Drunk ASU student left at hospital with Post-it: TEMPE, Ariz. – An Arizona State University student who passed... http://t.co/g91djOIFVz",drunk asu student left hospital postit tempe ariz – arizona university student passed,Non-Medical
37041, Couldn't Have Been Holder . He Was Busy That Day  Busting an 87 Yr. Old Grandmother and Cancer Patient for 3 Grams of Medical Marijuana .,holder busy day busting yr grandmother cancer patient grams medical marijuana,Non-Medical
37042, So psyched about the season finale of Doctor Who this Saturday. Pity that it's the last of the season. Went by so fast,psyched season finale doctor saturday pity season fast,Non-Medical
37043," #MyGodIs healer!! He's healed my \Nanny\"" and she come home from the hospital tomorrow!!""",#mygodis healer hes healed nanny home hospital tomorrow,Non-Medical
37045, @allymaisano watch the newest episode of doctor who. He did it!,watch episode doctor,Non-Medical
37046," I say it's freezing in the hospital room , my mom goes \don't b a pussy\"" ; well looks like someone's feeling better lmao .""",freezing hospital mom goes pussy looks someones feeling lmao,Non-Medical
37047, @FLEECEBOONDOCKS I work in the medical center now,medical center,Non-Medical
37049, I'm watching Doctor Who (1442 are watching) http://t.co/u5r4NAkjkU #GetGlue @bbcdoctorwho,watching doctor watching #getglue,Non-Medical
37051, I'm crazy for working pretty much everyday this week when my doctor put me on strict orders to rest !,crazy pretty everyday week doctor strict rest,Non-Medical
37052, If a doctor ever told me I have to cut Cheez-its out of my diet I'd eat a bullet.,doctor told cut cheezits diet id eat bullet,Non-Medical
37054," How I know i will never have a girl curious moment, I aint even comfortable showing my lady bits to my doctor, shes a tiny asian lady XD",girl curious moment aint comfortable lady bits doctor shes tiny asian lady xd,Non-Medical
37055," You discover who your real friends are when they see your ass in jail, the hospital bed, or in a casket but then it's too late...",discover real friends ass jail hospital bed casket late,Non-Medical
37056," There's a big ass scar upon my forehead, it will fade in time that's what the doctor said. \SURE\"" @TheOnlyDetox http://t.co/qu3qArsOgD""",theres ass scar forehead fade time thats doctor,Non-Medical
37060, Prayers go out to Kyle today who got hurt in our game. Feel better buddy #hospital @Kcampbell2323,prayers kyle hurt game feel buddy #hospital,Non-Medical
37065, At the hospital patiently waiting!,hospital patiently waiting,Non-Medical
37068, + ISSUES YOU NEED TO SEE A DOCTOR BUT GET CREATIVE GO OUTSIDE RIDE A BIKE IDK. IM ALWAYS HERE TO TALK BUTLIFE IS SO MUCH BETTER WHEN+,issues doctor creative outside ride bike idk im talk butlife,Non-Medical
37069," #sustainable #pmpolitics Summary of recent IRS, AP, and hospital \charge master\"" scandals with  humorous spin. http://t.co/wLthi8YVR4""",#sustainable #pmpolitics summary recent irs ap hospital charge master scandals humorous spin,Non-Medical
37071, How could you be so doctor evil you're bringing out a side of me that I don't know...,doctor evil bringing,Non-Medical
37073, At the hospital waiting to hear if my baby cousion coo,hospital waiting hear baby cousion coo,Non-Medical
37074," Beav DT taking medical retirement: OREGON STATE defensive tackle Blake Harrah, a redshirt senior, is leaving t... http://t.co/HRwTbYg20k",beav dt taking medical retirement oregon defensive tackle blake harrah redshirt senior leaving,Non-Medical
37075," Been having really bad headaches, and the doctor wondering if I should play football.",bad headaches doctor wondering play football,Non-Medical
37076, RT @dabeard ASU student dumped at hospital with Post-It Note; it said he'd been in tequila-drinking competition http://t.co/7o44lGmo97,asu student dumped hospital postit note hed tequiladrinking competition,Non-Medical
37077," My Medical Choice By Angelina Jolie, a pioneer and role model - http://t.co/tiJhNPq0rg: http://t.co/bnD6aIhqFh via @AddThis",medical choice angelina jolie pioneer role model via,Non-Medical
37081, I'm glad that idiot abortion doctor is going for life!!!,glad idiot abortion doctor life,Non-Medical
37084," \I trust the Doctor.\"" You think he knows what he's doing?  I'm not sure I'd go that far.""",trust doctor hes id,Non-Medical
37086," Omg , Just Came From The Hospital My Arm Is A Sling &amp;&amp; I'm Too Embarrassed To Tell Ppl How It Happened -_-",omg hospital arm sling ampamp embarrassed tell ppl happened,Non-Medical
37088, Medical Cannabis in the Empire State: It's Right and It's Respectable http://t.co/jldHkT4epV via @HuffPostNY,medical cannabis empire respectable via,Non-Medical
37091, And if 103 lbs is fat then I better go see a doctor about my obesity.,lbs fat doctor obesity,Non-Medical
37092, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/ZoPBJLtxWS,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37093, About to go to the hospital,hospital,Non-Medical
37098," Doctor appt in the morning, then walking the track...",doctor appt morning walking track,Non-Medical
37100," \@JayeOutstanding: @chrissaye where's jay bitch I'm gonna put his ass in hospital if he doesn't fit n my trunk\"" funny how the tables turn""",wheres jay bitch gonna ass hospital fit trunk funny tables,Non-Medical
37101, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/I0erk4DMuW,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37104, We goin make it! http://t.co/skSRZhLpcE,goin,Non-Medical
37105, 8 Bloodletter Tips Up Sour The Profits In re The Evacuation hospital Specialty Website: .Zir,bloodletter tips sour profits re evacuation hospital specialty website zir,Non-Medical
37107," Car on side on River Rd at Via Entrada; Tucson Fire crews say female driver was wearing seatbelt, was pulled out by crews, sent to hospital",car river rd via entrada tucson fire crews female driver wearing seatbelt pulled crews sent hospital,Non-Medical
37112, @wassupKIMMY yeah that's not bad ... I need to stay in the medical field I wanna do medical front office but I wanna be a RN,yeah thats bad stay medical field wanna medical front office wanna rn,Non-Medical
37119, Hey Burnaby parents- know someone who needs a little extra support? See what the Tutor Doctor Burnaby has to offer! http://t.co/QgkvWDWqZX,hey burnaby parents little extra support tutor doctor burnaby offer,Non-Medical
37121, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/tXOd15nqXs,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37122, Tardis Bow Tie Police Box Doctor Who http://t.co/Ab8GNte5Ia via @pinterest @tomhausman,tardis bow tie police box doctor via,Non-Medical
37123, I need a doctor... To bring me back to life,doctor bring life,Non-Medical
37124, @WWPathfinder i am a doctor. my name is dre...? i am dr.dre,doctor name dre drdre,Non-Medical
37127," Also, we'd end up paying more in medical fees than wages if we signed Daly. #Finished",wed paying medical fees wages signed daly #finished,Non-Medical
37129, OK update we will be taking dad to the hospital tomorrow and checking him in at 2 they will go over everything... http://t.co/f3qb4zXnWx,ok update taking dad hospital tomorrow checking,Non-Medical
37131, i'm the Doctor and i am scared #Hide @AdoraJune,doctor scared #hide,Non-Medical
37132, Found my old Hospital Tycoon game. ^_^ #happy,found hospital tycoon game #happy,Non-Medical
37133, Hospital scare me,hospital scare,Non-Medical
37135, Ew some creep at the doctor keeps staring at Wayne and me...,ew creep doctor staring wayne,Non-Medical
37136, @xDWs_Addiction accident? Well Did u see if ur doctor cld help? Maybe they clda suctioned em out or sumin shit. Idk. Tht jst sounds painful,accident ur doctor cld help maybe clda suctioned em sumin shit idk tht jst sounds painful,Non-Medical
37137, @AndrewZarian love the hat!  What is she a doctor of?  Really enjoy you show with Paul T.,love hat doctor enjoy paul,Non-Medical
37138," Scared for my girlfriend,,shes going to the hospital thursday ):",scared girlfriendshes hospital thursday,Non-Medical
37140, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/oor0fY1KdF,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37141," Hospitals, Testing Companies Face Questions About Value Of Community ...: Kaiser Health News... http://t.co/Lu7RSdIyoI #medical #testing",hospitals testing companies questions value community kaiser health news #medical #testing,Non-Medical
37142, Passing time while waiting for the doctor http://t.co/Gr29ILioxH,passing time waiting doctor,Non-Medical
37143, @hayuuuta why a nurse? BE A DOCTOR! Always aim for high! (not to be high obvs),nurse doctor aim obvs,Non-Medical
37145," I'm really confused. I wonder what would happen if I ignored everyone again. That fucking hospital was hell, this isn't any better.",confused wonder happen ignored fucking hospital hell,Non-Medical
37146, New Data Exposes Scammy Hospital Pricing; Now Let's Crowdsource Some More http://t.co/6WIpek6pdk #healthcare #healthIT,data exposes scammy hospital pricing crowdsource #healthcare #healthit,Non-Medical
37149, 11 Things Doctor Who Is Getting Wrong With The 11th Doctor (And How To Fix Them) http://t.co/cYMxMDPhJS via @[whatculture],doctor getting wrong doctor fix via,Non-Medical
37150, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/SKmknYx6Yv,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37153, @TattleCat @3phibotticelli Peep #1 drove peep #2 to Halifax for a doctor's appointment.  1st peep had to wait in car in parkade for 2 hours,peep #1 drove peep #2 halifax doctors appointment peep wait car parkade hours,Non-Medical
37154, @AFsmithSO I'm going to college here in Utah and my boyfriend is coming back here because he got a medical release but we might move to Cali,college utah boyfriend coming medical release move cali,Non-Medical
37155, exploring the TARDIS with Clara and the Doctor... FINALLY GOT TO SEE THE LIBRARY!,exploring tardis clara doctor finally library,Non-Medical
37156, http://t.co/BcUTrRKB0C Balancing Act: Help at home is critical for doctor moms,balancing act help home critical doctor moms,Non-Medical
37157," I'm at North Vista Hospital (North Las Vegas, NV) http://t.co/9jHjn6cvRV",north vista hospital north las vegas nv,Non-Medical
37159, @ImEnjoiable downtown near hospital,downtown near hospital,Non-Medical
37162," Someone is cranky about shots! (@ South Seattle Veterinary Hospital) [pic]: http://t.co/4PbN40F4by place <tweepy.models.Place object at 0x0292CEF0> coordinates {u'type': u'Point', u'coordinates': [-122.33394888, 47.50454999]}",cranky shots south seattle veterinary hospital pic,Non-Medical
37167, I guess because I was in another hospital they probably feel the need to say they're being canceled.,guess hospital probably feel canceled,Non-Medical
37169," @sparklyjacket: True. I knew I wouldn't have the heart to become a Doctor/Nurse -.-\ I also want to become a photographer too.-&gt;""",true heart doctornurse photographer toogt,Non-Medical
37170, CAHPI BC Home Inspectors Donate to BC Children's Hospital Foundation http://t.co/v2lDdrqsFQ  - #kids,cahpi bc home inspectors donate bc childrens hospital foundation #kids,Non-Medical
37171, @PrincessEmilyRP *grins and hugs you again* I'm off to see Declan now *pulls back and walks to the hospital*,grins hugs declan pulls walks hospital,Non-Medical
37173, #MyGodIs sustainer!! He's protecting my friend's dad who is still in the hospital. #prayfortheandersons,#mygodis sustainer hes protecting friends dad hospital #prayfortheandersons,Non-Medical
37174, I have been waiting for a room at Rockdale county hospital since 5:30 and still haven't gotten a room. This is the slowest ducking hospital,waiting rockdale county hospital gotten slowest ducking hospital,Non-Medical
37175, just came back from the eye doctor... I need glasses for everything basically ...,eye doctor glasses basically,Non-Medical
37176, I hope I get the cute doctor at least.,hope cute doctor,Non-Medical
37180, That awkward moment when ur doctor irl is @djbitchtits Avi.,awkward moment ur doctor irl avi,Non-Medical
37181," My camera is fixed, thanks to the good doctor. http://t.co/klDUOX10gA",camera fixed thanks doctor,Non-Medical
37183, Which is your favorite TV show? — doctor who and awkward are tied. http://t.co/PK81hEdVJn,favorite tv — doctor awkward tied,Non-Medical
37184, Drunk ASU student left at hospital with Post-it http://t.co/8i9mv83OoH via @BostonDotCom,drunk asu student left hospital postit via,Non-Medical
37185, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/otOnptvlRt,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37186," \I am and always will be - The optimist. The hoper of far-flung hopes. The dreamer of improbable dreams.\"" - The Doctor""",optimist hoper farflung hopes dreamer improbable dreams doctor,Non-Medical
37187, #chattanooga Convicted Pa. abortion doctor gets life in prison - http://t.co/GBvXhElBm7 | Chattanooga ... http://t.co/pN3NkXCAzh,#chattanooga convicted pa abortion doctor life prison chattanooga,Non-Medical
37188, ChuckNorris ChuckNorris donated his heart to the hospital...................twice,chucknorris chucknorris donated heart hospitaltwice,Non-Medical
37189, Reading Doctor No #ebook on Wattpad mobile http://t.co/sRsATaUmU8,reading doctor #ebook wattpad mobile,Non-Medical
37194," @mrs_parker9 lol no, the doctor told me smoke slows the healing process down",lol doctor told smoke slows healing process,Non-Medical
37196, Would you get a pre-emptive masectomy? http://t.co/Yr3Qwt1GIq,preemptive masectomy,Non-Medical
37197, @MattFoxxxx touché.. Forgot about that one. You should probably see a doctor??,touché forgot probably doctor,Non-Medical
37198," I need a doctor,call me a doctor, I need a doctor, to bring me back to life~",doctorcall doctor doctor bring life,Non-Medical
37199, I checked in at Kaiser Permanente Medical Center on #Yelp http://t.co/Xh5ltqyTk0,checked kaiser permanente medical center #yelp,Non-Medical
37200," I feel so sick from this headache if that make sense, like this isn't okay my mom needs to take me to a doctor already before I die",feel sick headache sense okay mom doctor die,Non-Medical
37203, My wrist is uhh idk but it hurts! No hospital though,wrist uhh idk hurts hospital,Non-Medical
37206," Medical: 12,400 blk Torrey Rd- Torrey Hills Intermediate School- Male possible heart attack at the baseball field... http://t.co/AWI43hpq4i",medical blk torrey rd torrey hills intermediate school male heart attack baseball field,Non-Medical
37207, so i've watched 2 seasons of doctor who in a week and a half i'd say that's pretty impressive,watched seasons doctor week half id thats pretty impressive,Non-Medical
37209, @ThikAssDollface I go back to da doctor tomorrow.,da doctor tomorrow,Non-Medical
37211, Need a doctor!! ??,doctor,Non-Medical
37212, Venture Capital In Medical Innovation Declines: Venture capital investment in American life-sciences innovatio... http://t.co/UC3jeJ0N4R,venture capital medical innovation declines venture capital investment american lifesciences innovatio,Non-Medical
37214, Venture Capital In Medical Innovation Declines: Venture capital investment in American life-sciences innovatio... http://t.co/7e5JnVMSKA,venture capital medical innovation declines venture capital investment american lifesciences innovatio,Non-Medical
37215, Hospital For Souls ???????,hospital souls,Non-Medical
37216," “@NurseNikki808: @OserMaria @Ra_nae @Mommy2Sean @MelissaTWD We do surgeries for that.” Haha!! Only if Nora. Is my doctor. place <tweepy.models.Place object at 0x0292CEF0> coordinates {u'type': u'Point', u'coordinates': [-73.85492387, 40.73957438]}",surgeries haha nora doctor,Non-Medical
37218, Making time for the 7-minute workout: Roger Bannister discovered in the 1950s as a busy young medical student ... http://t.co/tvhLDQl1Ix,time workout roger bannister discovered busy medical student,Non-Medical
37219, iMac off to see the mac doctor no longer blocking my bedroom window. I realise this as I'm getting dressed and a very old lady walks by...,imac mac doctor blocking bedroom window realise getting dressed lady walks,Non-Medical
37221, i wanna go to the haunted hospital in albs,wanna haunted hospital albs,Non-Medical
37223, @DrunkenParlay *eyes widen* H-Hospital?,eyes widen hhospital,Non-Medical
37225, I TWERK AT THE HOSPITAL FOR THEM SICK FOLKS.,twerk hospital sick folks,Non-Medical
37226," @M_to_the_IGO I don't know, man. 70s Doctor Strange is pretty glorious ;) lol",doctor strange pretty glorious lol,Non-Medical
37227, BFI: The Fifth Doctor Panel: A video of the guest panel at this month's BFI celebration of the... http://t.co/kSA6nsabti #drwho #doctorwho,bfi fifth doctor panel video guest panel months bfi celebration #drwho #doctorwho,Non-Medical
37229, Abortion doctor gets life sentence: A US doctor who was convicted of murdering three babies by cutting their... http://t.co/nQ2fhn6t7g,abortion doctor life sentence doctor convicted murdering babies cutting,Non-Medical
37230, Classic Marvel Figurine Collection ISSUE 40: DOCTOR STRANGE http://t.co/3cwyEGo35l,classic marvel figurine collection issue strange,Non-Medical
37233, oh fuck doctor no,oh fuck doctor,Non-Medical
37235," Hannibal is is sitting on the table????This doesn't look like normal #Hannibal, what rude doctor Lecter",hannibal sitting tablethis look normal #hannibal rude doctor lecter,Non-Medical
37239, she talking about going to the doctor !,talking doctor,Non-Medical
37241," \I'm an artist; I paint on a smile. I'm an actress; I hold back the tears. I'm a doctor; trying to fix a broken heart.\""""",artist paint smile actress hold tears doctor trying fix broken heart,Non-Medical
37244, @JesusSoFly Would you choose a Doctor on faith? How about a baby sitter? Buy a house? To be faithful is to be ignorant.,choose doctor faith baby sitter buy house faithful ignorant,Non-Medical
37245, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/B1rz4YoQ7K,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37246, That medical for my allergies,medical allergies,Non-Medical
37247," @BrianKeene to kill time in the overly crowded hospital, @mikeyeah17 and I read Entombed and Scratch respectively :)",kill time overly crowded hospital read entombed scratch respectively,Non-Medical
37249, Free room &amp; board is justice??? Doc convicted of murder in abortion case gets life in prison - http://t.co/XBfOmzb8rM http://t.co/PkzRutxcdR,free board justice doc convicted murder abortion life prison,Non-Medical
37250," I don't wanna be a doctor, I wanna be THE DOCTOR, whovians would know.",wanna doctor wanna doctor whovians,Non-Medical
37251, @Halacata i did the presentation :) the doctor was very happy .. I didddddd it :D,presentation doctor happy didddddd,Non-Medical
37252, Picked up my grandma from the hospital and she's already throwing up ??,picked grandma hospital shes throwing,Non-Medical
37253, This is absolutely despicable. #US #abortion doctor given life in prison http://t.co/BZJsY34L0z via @AJEnglish,absolutely despicable # #abortion doctor life prison via,Non-Medical
37254, My Medical Choice http://t.co/wNzA0Iax89,medical choice,Non-Medical
37255, You know your a drain on the NHS when your medical notes are thicker than that of a 100year old  #NHS #needalifeoutofhospital,drain nhs medical notes thicker #nhs #needalifeoutofhospital,Non-Medical
37256, NEW JOB: Lead Medical Operations Team 2 - Bridgewater NJ - Job Summary Build and organize a gr http://t.co/52dRhNpZ7S #laboratory #jobs,job lead medical operations team bridgewater nj job summary build organize gr #laboratory #jobs,Non-Medical
37257, at the hospital. doctors are hot,hospital doctors hot,Non-Medical
37259, @WatsonJohnH Right.-He nods.- Don't leave the hospital until I get there.,righthe nods leave hospital,Non-Medical
37260, A selfie a day keeps the doctor away!,selfie day doctor,Non-Medical
37261," Reduce outdoor activities due to heat wave, medical experts say http://t.co/9lA1uvZVPA",reduce outdoor activities due heat wave medical experts,Non-Medical
37264," \Knock knock.\"" \""Who's there?\"" \""Doctor.\"" \""Doctor... goddamnit.\""""",knock knock whos doctor doctor goddamnit,Non-Medical
37265, I'm now fully up-to-date with Doctor Who! Roll on Saturday...,uptodate doctor roll saturday,Non-Medical
37269, WHO ENDS AN EPISODE W RAFE LAYING IN A HOSPITAL BED UGH,episode rafe laying hospital bed ugh,Non-Medical
37270," Hands down, the weirdest thing about being 18 is signing off on my own medical forms.",hands weirdest signing medical forms,Non-Medical
37271, @ss_riko  doctor love,doctor love,Non-Medical
37272, The Doctor is perfect. #DoctorWho,doctor perfect #doctorwho,Non-Medical
37273, Sometimes I wonder about the creation of insults..douche bag..That is just a medical device...I'm going to start using catheter as an insult,sometimes wonder creation insultsdouche bagthat medical devicei start using catheter insult,Non-Medical
37274," \I am Clara oswald and I was born to save the doctor\"" HUPGFHSUSIASPASHBN jesus""",clara oswald born save doctor hupgfhsusiaspashbn jesus,Non-Medical
37275, I need to c da damn eye doctor,da damn eye doctor,Non-Medical
37277, @NPLH_221B @HowardOstrom Just read that Matt Smith is the first actor to play Doctor Who to be born after the death of William Hartnell.,read matt smith actor play doctor born death william hartnell,Non-Medical
37278," @timeywimeytv Cybermen move like funky quicksilver. Mr Clever vs The Doctor. Kids who act like kids. Thank you, @neilhimself. Thank you.",cybermen move funky quicksilver clever vs doctor kids act kids thank thank,Non-Medical
37284, @memoenelcirco amoor! RT @TheBloggess: http://t.co/Eyboys91FA  Okay.  I just donated $250 to sponsor The Doctor.  SOMEONE GO ADOPT HIM NOW.,amoor okay donated sponsor doctor adopt,Non-Medical
37285," Doctor for my dog bite asks about my vertigo.\Bed rest why?\"" \"" Because Moving causes vertigo &amp; I can fall\"" Dr \"" So how will bed rest help?\""""",doctor dog bite vertigobed rest moving causes vertigo fall dr bed rest help,Non-Medical
37286, need to watch doctor who because i got too scared rewatching supernatural and jensens high pitched voice was highly distracting,watch doctor scared rewatching supernatural jensens pitched voice highly distracting,Non-Medical
37290," If abortions are murder, why not all?  RT \@AP: Phila. abortion doctor Kermit Gosnell sentenced to two life terms http://t.co/L6StD2VnJr-SS\"" place <tweepy.models.Place object at 0x0292CF90> coordinates {u'type': u'Point'",abortions murder phila abortion doctor kermit gosnell sentenced life terms,Non-Medical
37292, YES! HOSPITAL VOLUNTEER INTERVIEW!!!! I CAN'T BELIEVE I GOT CHOSEN! WAHOOOOOOOOOO!!!! THANK YOU SCIENCE GODS!,hospital volunteer interview ca believe chosen wahoooooooooo thank science gods,Non-Medical
37293, The doctor told me to elevate my foot but I'm not comfy like that so I'll pass!,doctor told elevate foot comfy ill pass,Non-Medical
37295, Just Got Home From The Hospital My Second Niece Was Born Healthy And Beautiful . #Blessed &gt;&gt;&gt;,home hospital niece born healthy beautiful #blessed gtgtgt,Non-Medical
37296," @davidhall75 The helipads are for developers and corporate heads for jaybus sakes, not for ppl who need hospital.",helipads developers corporate heads jaybus sakes ppl hospital,Non-Medical
37300, @roseangel4 Okay-ish. A few medical issues but okay. And you?,okayish medical issues okay,Non-Medical
37303," \seek medical help for an erection that lasts more than 4 hours\"" lmao",seek medical help erection lasts hours lmao shit,Non-Medical
37304, Drunk ASU student left at hospital with Post-it - http://t.co/98v304g3TI,drunk asu student left hospital postit,Non-Medical
37307," #job Director Business Development &amp; Planning at Alameda County Medical Center (Oakland, CA): * Master's Degre...  http://t.co/r7iHwGcI3M",#job director business development planning alameda county medical center oakland ca masters degre,Non-Medical
37308, Wow. Angelina Jolie deeply inspired me today: http://t.co/hhzegP0Euf,wow angelina jolie deeply inspired,Non-Medical
37310, @RossWhitegirl idk but me and my husband is going to take her to the animal hospital tomorrow,idk husband animal hospital tomorrow,Non-Medical
37311," \Knock knock\"" Who's there Doctor http://t.co/8CLxpaKzeU""",knock knock whos doctor,Non-Medical
37312, Convicted Pa. abortion doctor gets life in prison http://t.co/ceDlRZl8iz,convicted pa abortion doctor life prison,Non-Medical
37315," Samantha: rich man, Mobster, Mobster,  cop, mobster, cop, now doctor ...(not the right doctor anyways) #gh",samantha rich mobster mobster cop mobster cop doctor doctor anyways #gh,Non-Medical
37316, Testicles are feeling better so I'm not going to see a doctor today.,testicles feeling doctor,Non-Medical
37321, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/LWuvCbV8ZO,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37323, I wanted to let you know that Everett is home from the hospital and feeling much better.  I made it a point to... http://t.co/7F5buLrMTN,everett home hospital feeling,Non-Medical
37324, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/8WoTcA2AQ7,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37326, @taylordean2 but the doctor said smoke slows the healing down. Surely I will be smoking to numb my pain lol,doctor smoke slows healing surely smoking numb pain lol,Non-Medical
37327, Catholic-secular hospital partnerships complicate access to care http://t.co/OtSXze9Ikr,catholicsecular hospital partnerships complicate access care,Non-Medical
37328, But you don't want this water ill have u living proper u want that hot lava heart breaker need a doctor .,water ill living proper hot lava heart breaker doctor,Non-Medical
37332, Ready care was a 3-4 hour wait. Not going to the hospital.......,ready care hour wait hospital,Non-Medical
37333, My Medical Choice http://t.co/Mv29daJMxc,medical choice,Non-Medical
37334, At the hospital and all me and Janet are doing is naming all he doctors from grey's anatomy,hospital janet naming doctors greys anatomy,Non-Medical
37335," - Shout Out To That Doctor At Tulane , I Been Gettin' Numb Every Evening Since Thurs .",shout doctor tulane gettin numb evening thurs,Non-Medical
37336, I'm not leaving my mom even if that means sleeping in the hospital next to her bed I'll do it,leaving mom means sleeping hospital bed ill,Non-Medical
37338," *Before he can answer @mlp_icarus, he turns sharply to see @mlp_Zeleny enter medical screaming.* Uh....hi?",answer sharply enter medical screaming uhhi,Non-Medical
37339, @_prettywillis Lmao naw bro I'm good... that's not for me and I gotta go to the doctor in the morning,lmao naw bro thats gotta doctor morning,Non-Medical
37340," R.I.P. Actor Aubrey Woods, the iconic sweet shop man in Willy Wonka &amp; the Chocolate Factory &amp; Doctor Who guest star. http://t.co/fMB1swy9wX",rip actor aubrey woods iconic sweet shop willy wonka chocolate factory doctor guest star,Non-Medical
37342," @jack_jimmy92 @TomHargreaves93 your could get batered, end up across the world, hospital, married to a homeless person the list goes on!",batered world hospital married homeless person list goes,Non-Medical
37344, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/fjLo42EQhF,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37346," idg that my teacher can go to Maui for a week, but I can't miss class for a doctor's appointment.",idg teacher maui week ca miss class doctors appointment,Non-Medical
37348," You can't have my heart, the doctor said I'd be dead without it.. place <tweepy.models.Place object at 0x0291F4B0> coordinates {u'type': u'Point', u'coordinates': [-96.61956833, 33.05129263]}",ca heart doctor id dead,Non-Medical
37349," Listening to doctor's advice, eat breakfast :D http://t.co/vYqIW7XcCQ",listening doctors advice eat breakfast,Non-Medical
37350, I added a video to a @YouTube playlist http://t.co/shyTUVu4cM General Hospital 5/14/13,added video playlist hospital,Non-Medical
37352, @j_2wavy hell yeah dude ! I remember that one day me and you were goin in at the old hospital !,hell yeah dude remember day goin hospital,Non-Medical
37355," Practice Nurse (Private Hospital), Yorkshire - £30000 http://t.co/U29ZsJTLaG #TJC14 #ukjobs",practice nurse private hospital yorkshire #tjc14 #ukjobs,Non-Medical
37356," Omg yes this ! Girl Preach \@PrincessaJordan: I couldn't be pregnant.. Having a doctor in my vagina all the time is NOT the business.\""""",omg girl preach pregnant doctor vagina time business,Non-Medical
37359, i have to go to the fucking eye doctor bc apparently my vision is getting worse i,fucking eye doctor bc apparently vision getting worse,Non-Medical
37360, and witch doctor!kibum seducing businessman!jonghyun and eating him,witch doctorkibum seducing businessmanjonghyun eating,Non-Medical
37364, doctor-maya-hansen asked: With Tony x) http://t.co/pI3JjJau4a,doctormayahansen tony,Non-Medical
37365," Here's to Tim McGraw - who truly became a \Dancehall DOCTOR\"" on Sunday night in Kicks1015 Country! http://t.co/am9dWBtUXJ""",heres tim mcgraw truly dancehall doctor sunday night kicks1015 country,Non-Medical
37366, I needa go to the doctor.,needa doctor,Non-Medical
37367, \ItsLaQueefa: Doctor said I had a weight problem.. I said “I know bitch,itslaqueefa doctor weight bitch ’ wait eat,Non-Medical
37370, Featured Packages | Medical Travel | Global Health Care http://t.co/S9QUd4he3n,featured packages medical travel global health care,Non-Medical
37371, Featured Packages | Medical Travel | Global Health Care http://t.co/VtebohgQ22,featured packages medical travel global health care,Non-Medical
37372, Featured Packages | Medical Travel | Global Health Care http://t.co/fF6VgKz3qA,featured packages medical travel global health care,Non-Medical
37374, Convicted Pennsylvania abortion doctor gets life in prison #foxnews,convicted pennsylvania abortion doctor life prison #foxnews,Non-Medical
