,Tweets,words,
36311, @savannahfragoso at least you're not on the hospital sick ??,hospital sick,Medical
36315," \@CauseWereFellas: My doctor says I'm lacking vitamin U.\"" @_aimfaith13_ classy""",doctor lacking vitamin classy,Medical
36317, Angelina Jolie on her medical choice. Truly #powerful Would you do it if you had the choice? http://t.co/WEkmBglvJh,angelina jolie medical choice truly #powerful choice,Medical
36319," Just leaving the Children's Hospital place <tweepy.models.Place object at 0x0292CE90> coordinates {u'type': u'Point', u'coordinates': [-83.63833434, 32.83848092]}",leaving childrens hospital,Medical
36320," Big night ahead - hospital food, three different types of chemo and slow internet.",night ahead hospital food types chemo slow internet,Medical
36322, My bedroom smells like a chemist/hospital.,bedroom smells chemisthospital,Medical
36323, At the hospital with the family ?,hospital family,Medical
36325," Im about to lose my mind,You've been gone for so long,Im running out of time I need a doctor,Call me a doctor I ... http://t.co/8N2U7cKDQw",im lose mindyou gone longim running time doctorcall doctor,Medical
36326, Ask your doctor if #Benghazi is right for you. http://t.co/Q193eayjcH,doctor #benghazi,Medical
36329," Can't thank the medical staff enough last night for taking care of Scotty especially the cute lady doc… http://t.co/w54oGOs6j1 place <tweepy.models.Place object at 0x0292CF90> coordinates {u'type': u'Point', u'coordinates': [-79.37857, 43.654341]}",ca thank medical staff night taking care scotty especially cute lady doc…,Medical
36330, Must be nice to be famous so u can have everyone share your medical story &amp; care about it. All I want is for people to not die needlessly.,nice famous share medical story care people die needlessly,Medical
36334," Pounds of weed, Sour D That medical for my allergies",pounds weed sour medical allergies,Medical
36335, Praying for healing for my Gram. In the hospital.,praying healing gram hospital,Medical
36337, My view from my hospital room is the skyline of all the buildings in downtown Tampa #sobeautiful ????,view hospital skyline buildings downtown tampa #sobeautiful,Medical
36338, Steve Morley said I was on the button. Biggest praise of my medical career thus far,steve morley button biggest praise medical career,Medical
36340, Why it matters that Angelina Jolie wrote about her medical choice. Stories connect in a way stats can't. http://t.co/9h5fpdaNg9 via @sciam,matters angelina jolie wrote medical choice stories connect stats ca via,Medical
36344, Life Planning: Legal Medical Documents for Same Sex Partners http://t.co/Qn8k295o61,life planning legal medical documents sex partners,Medical
36345," Social Media Marketing Advice, According To Doctor Who | @scoopit http://t.co/VJmbDkZBnc",social media marketing advice according doctor,Medical
36346," Many patients treated at The Center for Cancer Prevention and Treatment at St. Joseph Hospital, made the same... http://t.co/qApSsdiLUo",patients treated center cancer prevention treatment st joseph hospital,Medical
36348, http://t.co/rPY7d09479 helps raise fair prospect intrusive haiti all through creating the flatpackquad field hospital.,helps raise fair prospect intrusive haiti creating flatpackquad field hospital,Medical
36350, hospital room view ?? https://t.co/8wPFIzUcKe,hospital view httpstco8wpfizucke,Medical
36351, I hope this doctor doesn't say I have strep throat! :'(,hope doctor strep throat,Medical
36352, BEYONCE: Cancels Show in Belgium; Due to Doctor’s Advice http://t.co/jciaTGPgj8,beyonce cancels belgium due doctor’ advice,Medical
36354, Great doctor says I have bronchitis.,doctor bronchitis,Medical
36355, Im gonna sue the fuck out of this doctor,im gonna sue fuck doctor,Medical
36357, Prepare to go to hospital :),prepare hospital,Medical
36359," Was so good to see my gran today, even though she's in hospital she still made me smile.First time I've saw her smile in ages, aw I love her",gran shes hospital smilefirst time smile ages aw love,Medical
36360, @JustineMulliga I want to be Beyonce but being a doctor isn't a bad alternative..,beyonce doctor bad alternative,Medical
36366, Holy fck I need to go to the doctor everything has been hurting lately,holy fck doctor hurting lately,Medical
36367, I admire Jolie's courage &amp; love for her children. Having BRCA 1 requires accurate info then following your heart.http://t.co/OzzrkGkw9l,admire jolies courage love children brca requires accurate info following hearthttptcoozzrkgkw9l,Medical
36373, At the hospital.___. I'm scared,hospital scared,Medical
36375, my house is like a mental hospital #crazypeople,house mental hospital #crazypeople,Medical
36377, Davison's medical marijuana dispensary moratorium remains in place after ... http://t.co/v592a1ByPC,davisons medical marijuana dispensary moratorium remains,Medical
36384," @CheeBaybee that's crazy, I feel like I have the same exact thing. I go to the doctor tomorrow to see what it really is though",thats crazy feel exact doctor tomorrow,Medical
36390, #AngelinaJolie has always been a hero 2me. Read her piece on her double #mastectomy #HOPE #HONEST #BRAVE #INSPIRING http://t.co/AeeXNAXNiA,#angelinajolie hero read piece double #mastectomy #hope #honest #brave #inspiring,Medical
36391," Your not a doctor you curly haired fuck #stepbrothers place <tweepy.models.Place object at 0x0291F670> coordinates {u'type': u'Point', u'coordinates': [-3.8065114, 51.6099696]}",doctor curly haired fuck #stepbrothers,Medical
36392," My eye doctor asked me if I smoke and I had to stop myself from saying, \Cigarettes?\""""",eye doctor smoke stop saying cigarettes,Medical
36394, @staystronngg_ good. Had the day off had a hospital visit but everything is good now... What did you get up to?,day hospital visit,Medical
36398, Hospital visits can be encouraging... For patient &amp; vistor,hospital visits encouraging patient vistor,Medical
36400, San Diego Century &amp; Tri-City Medical unveil the ‘Tri-City 25’ http://t.co/CJspeyk59F,san diego century tricity medical unveil ‘tricity,Medical
36401, \There's nothin worse than when you're at the eye doctor,theres nothin worse eye doctor doc sneezes sticks germy finger eye god damn #shitmydadsays,Medical
36405," The view from my dads room at Norwalk Hospital for a few days @ Norwalk Hospital http://t.co/fUPjJPbUBY place <tweepy.models.Place object at 0x0291F650> coordinates {u'type': u'Point', u'coordinates': [-73.42214584, 41.11166045]}",view dads norwalk hospital days norwalk hospital,Medical
36408," Gosnell Life Sentence :If a pregnant woman wants an abortion that kills the baby, who is the real criminal ? The woman wanting or the doctor",gosnell life sentence pregnant woman abortion kills baby real criminal woman doctor,Medical
36410, Hospital bed are pretty comfy,hospital bed pretty comfy,Medical
36411, Doctor Who=suuppeerr nerdy.  Thanks for nothing Jessi for getting Josh hooked.,doctor whosuuppeerr nerdy thanks jessi getting josh hooked,Medical
36412, Doctor Who: The TARDIS Handbook http://t.co/hnFI3uiNmX,doctor tardis handbook,Medical
36413, An even more behind the scenes. This time we hear from #angelinajolie doctor @NickKristof http://t.co/X9tHyLhApf #beatingcancer,scenes time hear #angelinajolie doctor #beatingcancer,Medical
36416, Some lady just came into the hospital speaking straight giberish,lady hospital speaking straight giberish,Medical
36417, Even if that would happen I wouldn't come crying to you I would go to a doctor ??,happen crying doctor,Medical
36422, Well guess I can cross off the bucket list telling my doctor to fuck off. Boom,guess cross bucket list telling doctor fuck boom,Medical
36423, don't try to tell me I need to gain weight. if I needed to gain weight my doctor would tell me. so leave me alone.,try tell gain weight gain weight doctor tell leave,Medical
36428, Baby's all ready for the hospital #mybestfriend http://t.co/Tmo04jXDn4,babys ready hospital #mybestfriend,Medical
36429," U wnt bliv m in d hospital ATM\@therealUchman: Preparing already RT  Hahahahaha yes o!\""Uchman: Birthday sex on me :) R Big smile\""Uchma\""""",wnt bliv hospital atmiiidddiiidddtherealuchman preparing hahahahaha ouchman birthday sex smileuchma,Medical
36432," @craigchallenor nah mate, I lent my teleporting machine to Doctor Who while his TARDIS is in the garage getting new rims??",nah mate lent teleporting machine doctor tardis garage getting rims,Medical
36437, Why are you alone?:( — My brother is in hospital and my mum is staying with him http://t.co/X7st29vnKh,— brother hospital mum staying,Medical
36438," but whenever I go to the doctor he weighs me and says I'm underweight and I'm just like \how?! I don't understand...\""""",whenever doctor weighs underweight understand,Medical
36440, Im suppose to have my medical follow up today lol,im suppose medical follow lol,Medical
36441, Davison's medical marijuana dispensary moratorium remains in place after council vote http://t.co/2XXfDMSyff #MMJ #marijuana #news,davisons medical marijuana dispensary moratorium remains council vote #mmj #marijuana #news,Medical
36442," As teachers we'd never think to walk into a parent's occupation as lawyer, doctor, etc. and think we know more. So why the reverse? #edchat",teachers wed walk parents occupation lawyer doctor etc reverse #edchat,Medical
36447, @LiamPratley oh my nans gonna be in hospital tomorrow too. Yeah. For real.,oh nans gonna hospital tomorrow yeah real,Medical
36448," \Abortion performed in proper conditions are one of the safest medical procedures provided in the United...\"" http://t.co/MmfDjIKDGc""",abortion performed proper conditions safest medical procedures provided united,Medical
36449, @_welches_ I have health problems. My doctor says I'm lacking vitamin U.,health doctor lacking vitamin,Medical
36452," Had enough of Angelina Jolie and her \bravery.\"" In future",angelina jolie bravery future sleb mags lead medical procedures instead infidelities,Medical
36459, by thee foodlion &amp; hospital ... #subb,thee foodlion hospital #subb,Medical
36462, @Meredith_TIU atleast I'm on my feet all day. Work as physical therapist in rehab hospital. Convince myself it burns extra calories lol!!,atleast feet day physical therapist rehab hospital convince burns extra calories lol,Medical
36463, Local hospital layoffs because of Obamacare - Laid-off nurse says patients will suffer because of hospital cuts http://t.co/8uVXaMzHBs,local hospital layoffs obamacare laidoff nurse patients suffer hospital cuts,Medical
36489, @nytopinion what an inspiration #AngelinaJolie is. Her bravery is just outstanding. http://t.co/nepIzODXnR,inspiration #angelinajolie bravery outstanding,Medical
36499, dad's out of the hospital! &lt;3,dads hospital lt3,Medical
36500, Just wanted to let everyone know Lisa Klimek had a seizure and was taken to the hospital in bad condition #KeepHerInYourPrayer,lisa klimek seizure hospital bad condition #keepherinyourprayer,Medical
36501, @94nannon thanks doctor shannon. Haha,thanks doctor shannon haha,Medical
36502, My Medical Choice http://t.co/KMEt0bxEsf Powerful article from Ms Jolie.. #BreastCancer #WomansChoice,medical choice powerful article ms jolie #breastcancer #womanschoice,Medical
36508," Too many theories and ideas, too much time between now and saturday. Hurry up, I NEED to watch The Name of The Doctor now. It's dragging..",theories ideas time saturday hurry watch name doctor dragging,Medical
36511, Ive been in a hospital the last like 18 fucking hours and maddi is still in pain #DoYourJobPeople,ive hospital fucking hours maddi pain #doyourjobpeople,Medical
36512, Now time to get caught up with Doctor Who and Criminal Minds.,time caught doctor criminal minds,Medical
36515, Medical industry - http://t.co/pfuPVnCXfs #stainless #steel,medical industry #stainless #steel,Medical
36516, guys my mom has to stay over night in the hospital :(,guys mom stay night hospital,Medical
36520," After DVD Shipping Error, BBC Asks Fans Not to Spoil 'Doctor Who' Finale - New York Times (blog) | @scoopit http://t.co/RNCPRHkQx3",dvd shipping error bbc fans spoil doctor finale york times blog,Medical
36524, Audio: the-doctor-to-my-tardis: legoolas: xadievelauncher: barackfuckingobama: weepingangelcastiel:... http://t.co/eT6eFZnCqu,audio thedoctortomytardis legoolas xadievelauncher barackfuckingobama weepingangelcastiel,Medical
36528," In 2010, #NewJersey enacted Senate Bill 119 for legal possession of #medical #cannabis (2oz. dried)",#newjersey enacted senate bill legal possession #medical #cannabis dried,Medical
36534, Tomorrow mummy going for a medical check up.  Wondering when she's gonna operate :(,tomorrow mummy medical check wondering shes gonna operate,Medical
36538, Future challenge: How do we process the mountains of new data effectively for a doctor's use? #medtechsac,future challenge process mountains data effectively doctors #medtechsac,Medical
36545, So the #Abortion Doctor convicted of killing babies by snipping their spines gets to live. What irony.,#abortion doctor convicted killing babies snipping spines live irony,Medical
36548, I told Nonso that I went to see his friend in the hospital today....and he went (in pidgin) SAMUEL ???,told nonso friend hospital todayand pidgin samuel,Medical
36551," I Can't Be Around No Doctor Name \Dr. Friendly!\"" .......Tf?!""",ca doctor name dr friendly tf,Medical
36552, So I got back from the hospital and this was the result. http://t.co/eOcFJ7P2JV,hospital result,Medical
36555," Marsh seeking blood donations, several drives set in the region - check out http://t.co/9yxnyvpYB0",marsh seeking blood donations drives set region check,Medical
36556, Love the free shuttle bus to the hospital. Hate that the radio is always playing John Laws. #makesmestabby,love free shuttle bus hospital hate radio playing john laws #makesmestabby,Medical
36558, Find this #Job &amp;More Registration Representative - Patient Access Svcs-MC - PeaceHealth Southwest Medical Cent...  http://t.co/3hf7AnANsb,#job ampmore registration representative patient access svcsmc peacehealth southwest medical cent,Medical
36562, @jojeter13 who's in the hospital? :(,whos hospital,Medical
36565, Drive Medical K. D.  Aluminum Shower Chair/Commode with Casters: Drive Medical K. D. Aluminum Shower Chair/Com... http://t.co/6zEWC6LeV0,drive medical aluminum shower chaircommode casters drive medical aluminum shower chaircom,Medical
36567, @IHPAnews @DawsonDominic: Important to explore the out of hospital services and hospital avoidance  good to hear the recognition,explore hospital services hospital avoidance hear recognition,Medical
36571," Top story: My Medical Choice http://t.co/2ZG1L6Z0bz, see more http://t.co/f6gBJ8YsFQ",top story medical choice,Medical
36576, Fascinating RT“@NickKristof: Blog post by Angelina Jolie's doctor on the medical challenges she faced: http://t.co/J2rZSmAL6k”,fascinating rtiiidddiiidddnickkristof blog post angelina jolies doctor medical challenges faced,Medical
36577, Oop RT @Hot963: BEYONCE: Cancels Show in Belgium; Due to Doctor’s Advice http://t.co/J6Pf1s22ds,oop beyonce cancels belgium due doctor’ advice,Medical
36578," At hospital last night bc for possible liver for FIL. He's been on list for 2+ years. He was backup for primary recipient.  No dice, tho.",hospital night bc liver fil hes list backup primary recipient dice tho,Medical
36585, New Doctor Who / Nightmare Before Christmas ispired mash-up tee.  Bone Ties Are cool by Shumaza only $12 at http://t.co/A93BQa1R4L,doctor nightmare christmas ispired mashup tee bone ties cool shumaza,Medical
36587," More proof that until cannabis is legal for all use medical consumers of cannabis are not free, let alone safe.... http://t.co/pTkdtCeCpW",proof cannabis legal medical consumers cannabis free safe,Medical
36588," Op-ed by Angelina Jolie. Brave decision, wish her well. My Medical Choice http://t.co/nrpx6Vy2ht",oped angelina jolie brave decision wish medical choice,Medical
36591, @IAmMulan_ Better now that I'm home and not in the hospital.,home hospital,Medical
36596, Omw to the Hospital !,omw hospital,Medical
36597," You don’t have a soul, Doctor. You are a soul. You have a body, temporarily.",don’ soul doctor soul body temporarily,Medical
36598," this hospital always take foreverr place <tweepy.models.Place object at 0x0291F6F0> coordinates {u'type': u'Point', u'coordinates': [-84.11887294, 40.74055718]}",hospital foreverr,Medical
36599, Crittenden County Hospital know they will kill a nigga off.,crittenden county hospital kill nigga,Medical
36600, My doctor made me wait forever.,doctor wait forever,Medical
36608," I think Clara was there with EVERY DOCTOR every if they didn't know it. Six walks past her, Three drives past in Bessie etc etc. #doctorwho",clara doctor six walks past drives past bessie etc etc #doctorwho,Medical
36609, Angelina Jolie's .@nytimes Op-Ed (http://t.co/LHvjRdSzIP) set people abuzz.  Another piece (http://t.co/kkRIJMuhni) reviews who might test.,angelina jolies oped httptcolhvjrdszip set people abuzz piece httptcokkrijmuhni reviews test,Medical
36612, Photonic Horse Acupoint &amp; Red Light therapy  (Medical) http://t.co/Pg8Ay4tjla,photonic horse acupoint red light therapy medical,Medical
36614," doctor-j-h-watson: //Perfect beings, you say? http://t.co/4ooHm1azGR",doctorjhwatson perfect,Medical
36615," @mary3114 WUT?!!? WHY DO I NEVER PRE-ORDER DOCTOR WHO DVDs?!!? That would rule. But yeah, spoilers are bad.",wut preorder doctor dvds rule yeah spoilers bad,Medical
36618," Reference Librarian - The Texas Medical Center Libary -  Houston, TX http://t.co/eXYUlTXbMB #libjobs",reference librarian texas medical center libary houston tx #libjobs,Medical
36621," Patient: I always see spots before my eyes. Doctor: Didn't the new glasses help? Patient: Sure, now I see the spots much clearer.",patient spots eyes doctor glasses help patient spots clearer,Medical
36623," Dudes on my TL love talking about having sex, my doctor told me today that nothing is wrong with ya'll hands. lol",dudes tl love talking sex doctor told wrong yall hands lol,Medical
36626, #IfLilWaynesARapper Then Dr. Dre is a real doctor,#iflilwaynesarapper dr dre real doctor,Medical
36629, juss got let outta the hospital ..,juss outta hospital,Medical
36630," @AngelMeep i have been having some problems with my stomach so i went to the hospital today, they put me to sleep an put a scope down throat",stomach hospital sleep scope throat,Medical
36631, @Ed_frustrations He's the best. but I need a new doctor I think,hes doctor,Medical
36648, this medical supply store is looking a little sketchy... http://t.co/qrn3ucW0ds,medical supply store looking little sketchy,Medical
36656," Patient: Doctor, I think I swallowed a pillow. Doctor: How do you feel? Patient: A little down in the mouth.",patient doctor swallowed pillow doctor feel patient little mouth,Medical
36659, Megatron is Back in the Hospital????????,megatron hospital,Medical
36661, @stephanireyess did you go to the hospital ? :/,hospital,Medical
36662, @Berrybread4Real @candidatelauren I want to (!!!!) but my doctor people recommended returning on thursday so idk if I can,doctor people recommended returning thursday idk,Medical
36665, @MartianNoir I'm a vet tech at a 24 hour animal hospital.,vet tech hour animal hospital,Medical
36666, Medical Oath should have a new clause stating the newbies shouldn't be putting up pictures on social media whilst performing surgeries.,medical oath clause stating newbies putting pictures social media whilst performing surgeries,Medical
36667, @LulisReis hospital /:,hospital,Medical
36668," @Futuristic_K Ima Hey Yo Damn Hell In The Hospital You Keep Using My Shit, Fucka! place <tweepy.models.Place object at 0x0291F6B0> coordinates {u'type': u'Point', u'coordinates': [-84.3257193, 32.8765765]}",ima hey yo damn hell hospital using shit fucka,Medical
36672," When you are right on time for the doctor, you are really 15 minutes early. Why is that?",time doctor minutes,Medical
36677, @Milldog22 @asthmawatch Sorry to hear about this Michael. Have you seen your doctor to review your asthma? Call 1800 ASTHMA for information,sorry hear michael seen doctor review asthma call asthma information,Medical
36684, @KyraBlinn at the hospital now might have broke my nose,hospital broke nose,Medical
36693, Just think. You are going to have to turn over all your most intimate medical information to the IRS.  Then what do you think they'll do?,intimate medical information irs theyll,Medical
36697, Beyonce cancels show: Pregnancy to blame for doctor's orders? http://t.co/JKOUningCx,beyonce cancels pregnancy blame doctors,Medical
36704, And the girl she beat up had to go to the hospital!,girl beat hospital,Medical
36706, @24panels what kind of doctor is Doctor Who anyway?,doctor doctor anyway,Medical
36711, Kasterborous Doctor Who News has a sub-editoral on the Doctor Who leak and why you shouldn't look online for the... http://t.co/rXhaLVJo9h,kasterborous doctor news subeditoral doctor leak look online,Medical
36722, I hate sitting in a hospital for 4 hours!:(,hate sitting hospital hours,Medical
36724, Radiology News- Analogic plans restructuring: Medical imaging firm Analogic said it will restructure to stream... http://t.co/aQ5p4Wu4vp,radiology news analogic plans restructuring medical imaging firm analogic restructure stream,Medical
36728, Analogic plans restructuring: Medical imaging firm Analogic said it will restructure to streamline its busines... http://t.co/LwInVCc0qE,analogic plans restructuring medical imaging firm analogic restructure streamline busines,Medical
36734," @WallofLace Well that's sounds like a towering achievement of medical science, I shall",thats sounds towering achievement medical science,Medical
36743, @MikeWSchulte if u really wanted to be a downer u could have put a grave stone after the hospital,downer grave stone hospital,Medical
36744," Angelina Jolie on her choice to have a preventative double mastectomy, @nytimes: My Medical Choice http://t.co/tENymmJ4Sk",angelina jolie choice preventative double mastectomy medical choice,Medical
36749, Paging doctor doctor beat,paging doctor doctor beat,Medical
36750," @brycefinnegan14 ...an abandoned mental hospital. There you met Jamaal, an escaped convict who got you into the crack dealing business.",abandoned mental hospital met jamaal escaped convict crack dealing business,Medical
36753, now we are in child hospital:-) my daughter cough so much... http://t.co/bEou6Dvbdk,child hospital daughter cough,Medical
36754, @ohHeyItsjosh_ what happened? why were you in the the hospital,happened hospital,Medical
36757, Los Angeles Jobs $$ Installation Project Manager - Medical Device / Healthcare Imaging Systems (027874) at Phi...  http://t.co/38j4QqbpP9,los angeles jobs installation project manager medical device healthcare imaging systems phi,Medical
36765, on this day last year i was in the hospital,day hospital,Medical
36766, Ibuprofen is helping me more than the medicine the doctor gave me.,ibuprofen helping medicine doctor,Medical
36767, Powerful and moving - Angelina Jolie's @nytimes op-ed on having a double mastectomy. My Medical Choice http://t.co/7qNQht5X9M,powerful moving angelina jolies oped double mastectomy medical choice,Medical
36780, Hospital trip number 1. #hawaiiproblems @MegRasely,hospital trip #hawaiiproblems,Medical
36790, 350 words I need to memorize. Medical is the struggle http://t.co/VDZZ7O14YL,words memorize medical struggle,Medical
36791, My sinus are out of control.. This is problem. I'm going to the doctor first thing in the morning,sinus control doctor morning,Medical
36799, @realjohngreen can I call you the 12th doctor?,call doctor,Medical
36800, Fuck at the doctor gonna get a needle in my arm .,fuck doctor gonna needle arm,Medical
36802, Damn my sis in the hospital,damn sis hospital,Medical
36803," “Lol so call d doctor asap @Tony_Chigo: K\@lotannavanessa 2 excited cnt sleep nomore??\""”""",lol call doctor asap kiiidddiiidddlotannavanessa excited cnt sleep nomore,Medical
36804, If you are ever lost about what to do with your life just remember that the guy that plays Chow on the Hangover has a medical liscense,lost life remember guy plays chow hangover medical liscense,Medical
36806, RIP Dr. Helen Barnes.  You will be greatly missed.  You were the best and brightest doctor of all.,rip dr helen barnes greatly missed brightest doctor,Medical
36808, @ForeverStyles I NEED MENTAL AND MEDICAL ASSISTANCE,mental medical assistance,Medical
36809," Sheep:So how did the doctors appointment go Me:Good, thought the doctor was stupid...he kept on saying I had sheep aids Sheep:About that...",sheepso doctors appointment megood doctor stupidhe kept saying sheep aids sheepabout,Medical
36811, Seriously feel like throat punching my doctor right now.,seriously feel throat punching doctor,Medical
36815," Going to be referred to a ears nose and throat doctor, and have a sleep study done., @AMR0425 #mylifeupdate",referred ears nose throat doctor sleep study #mylifeupdate,Medical
36821, just wanna gtf out this hospital,wanna gtf hospital,Medical
36822, Best wishes in the hospital tomorrow Grandpa ??,wishes hospital tomorrow grandpa,Medical
36826, At ze doctor...injured lagi. Flu+cough+sore throat,ze doctorinjured lagi flucoughsore throat,Medical
36833," I feel horrible. Possibly heart doctor inna few days. Great,",feel horrible possibly heart doctor inna days,Medical
36836," I Will Put You In Check , I Just Don't Wanna Get Aggressive And Wind Up Putting You Ina Hospital. Js",check wanna aggressive wind putting ina hospital js,Medical
36840, got written out for the rest of the year. love my doctor. so exhausted mentally and physically. would've struggled working on top of it.,written rest love doctor exhausted mentally physically struggled top,Medical
36843, Dora In The Hospital We Tawk To Her Todaii In Homeroom Ms Mott Call Her Cell Phone.,dora hospital tawk todaii homeroom ms mott call cell phone,Medical
36845, In Thv Hospital ! My Ribs Killing Me !,thv hospital ribs killing,Medical
36847, Guess what I'm doing guys!! Finally getting into doctor who!! http://t.co/ZftsrJqxR0 #gifboom,guess guys finally getting doctor #gifboom,Medical
36849, @HaggardJones if it's for medical physics don't even bother. These practice quizzes are making me so mad!,medical physics bother practice quizzes mad,Medical
36851, Angelina Jolie needs to keep her medical shiz to herself,angelina jolie medical shiz,Medical
36855, Will go to the hospital. So early. :( Urrrrgggg.,hospital urrrrgggg,Medical
36856, Doctor: You're pregnant Me: You've got to be Kid-in-me,doctor pregnant kidinme,Medical
36857, Angelina Jolie talks about #breast #cancer RT @margaretherapy: My #Medical Choice http://t.co/2q7gsHf03b,angelina jolie talks #breast #cancer #medical choice,Medical
36858, Angelina Jolie's op-ed on double mastectomy a reminder to know family medical history http://t.co/9vygg4MtFP,angelina jolies oped double mastectomy reminder family medical history,Medical
36859," the Titus Young story is sad shit man...wish the best for him, he needs to get the proper medical care",titus story sad shit manwish proper medical care,Medical
36860, The fact that my boyfriend is in Virginia on his way to the hospital.. &amp; I'm at home and can do nothing &lt;,boyfriend virginia hospital home lt,Medical
36861, Glad to see wonderful women like @AllynRose &amp; now Angelina Jolie raise awareness of women's health issues &amp; options! http://t.co/Yt2ETmkNcB,glad wonderful women angelina jolie raise awareness womens health issues options,Medical
36865, Writer @Augusten Burroughs reveals how he wound up in a mental hospital. PREVIEW tonight's @JoyonCurrent (9E/6P): http://t.co/exvZYmuaVN,writer burroughs reveals wound mental hospital preview tonights,Medical
36866, Filled with compassion and admiration for Angelina Jolie. #toughchoices #cancer #awareness http://t.co/TnufkOBZJX,filled compassion admiration angelina jolie #toughchoices #cancer #awareness,Medical
36869, Advanced Integrated #Holistic &amp; #Medical treatments in #Phoenix AZ; More bad news about #GMO crops GMO in #beef. http://t.co/bkvfkJPjhg,advanced integrated #holistic #medical treatments #phoenix az bad news #gmo crops gmo #beef,Medical
36870, Just left the hospital... #prayforme,left hospital #prayforme,Medical
36872, Advanced Integrated #Holistic &amp; #Medical treatments in #Phoenix AZ; More bad news about #GMO crops GMO in #beef. http://t.co/PFIWG8Ox27,advanced integrated #holistic #medical treatments #phoenix az bad news #gmo crops gmo #beef,Medical
36873, Angelina Jolie writes about her decision to have a double masectomy: My Medical Choice http://t.co/zdbf6o6AUO,angelina jolie writes decision double masectomy medical choice,Medical
36874," Doctor: Children, then 1 and 2, were victims of child abuse, forcibly immersed ... http://t.co/bVfgkc9QNC",doctor children victims child abuse forcibly immersed,Medical
36879, you don't understand what it's like to have a chronic illness like endometriosis and to plan your life around doctor visits.,understand chronic illness endometriosis plan life doctor visits,Medical
36881," Just applied to 3 medical assistant jobs, 1 medical receptionist and 1 EKG technician #fingerscrossed",applied medical assistant jobs medical receptionist ekg technician #fingerscrossed,Medical
36882, Good job Doctor Dickey!!!,job doctor dickey,Medical
36885, MUSIC NEWS: BEYONCE CANCELS TOUR DATES UNDER DOCTOR’S ORDERS + PREGNANCY RUMORS ARE BACK | http://t.co/jdgue5Ur1p,music news beyonce cancels tour dates doctor’ pregnancy rumors,Medical
36886, RIGH BAD PR will enter Medical Marihuana market BIG 1 billion share float back to .0001 Penny Stocks,righ bad pr enter medical marihuana market billion share float penny stocks,Medical
36887, I think we all know what is on this floor... @ Blanchard Valley Hospital http://t.co/xNYHCzNpt7,floor blanchard valley hospital,Medical
36889, Doctor Who? http://t.co/AgjLnnMBkY,doctor,Medical
36893, @JarrydLee23 or you know you need to go to the doctor ??,doctor,Medical
36901, Waiting on hospital transport morphine and an ambulance ride! What a night ugh,waiting hospital transport morphine ambulance ride night ugh,Medical
36903," @_xClb I went to the doctor's and he told me to stop masturbating so much. I said, \Why?\"" He said",doctors told stop masturbating trying examine,Medical
36907, Hospital rooms are soo cold.,hospital soo cold,Medical
36911," @SinfulTigerlily C'mon, I'll take you to the hospital. (He says helping you up)",amon ill hospital helping,Medical
36914, A better way to prevent child abuse - Medical Xpress http://t.co/c0db9aQW3q,prevent child abuse medical xpress,Medical
36916, Having a certificate in Phlebotomy/EKG can increase the chance of advancing into a higher medical or health-related profession.,certificate phlebotomyekg increase chance advancing medical healthrelated profession,Medical
36936," Abortion Doctor Gets Life in Prison: Dr. Kermit Gosnell, who was convicted of killing three babies born alive ... http://t.co/3qQyw8hrkZ",abortion doctor life prison dr kermit gosnell convicted killing babies born alive,Medical
36937, Seriously every time I go to the doctor I get bad news,seriously time doctor bad news,Medical
36944, Shame is basically thrown out the window once a doctor sees your butt #truestory,shame basically thrown window doctor butt #truestory,Medical
36945, “@IMKristenBell: An admirable op ed by Angelina Jolie: http://t.co/J6Lw48ZYie” So Amazing? #wholenewrespectforangelinajolie @NikkiReed_I_Am,admirable op ed angelina jolie amazing #wholenewrespectforangelinajolie,Medical
36950, gotta go to the hospital to see niece Karlie.,gotta hospital niece karlie,Medical
36955, What is worst than ur doctor telling u that u have lung cancer? Saying it to ur kids. Smoking is not only about u! #quitsmokingnow #fb,worst ur doctor telling lung cancer saying ur kids smoking #quitsmokingnow #fb,Medical
36956, If I get a tan line from this medical tape I'll punch someone. #tanning #donatedblood,tan line medical tape ill punch #tanning #donatedblood,Medical
36963," Feeling attacked by Obama every day, now I know I can'tbuild anything because the EPA is corrupt, and I can never visit an IRS doctor again.",feeling attacked obama day ca notbuild epa corrupt visit irs doctor,Medical
36969," My doctor gave me six months to live, but when I couldn’t pay the bill he gave me six months more. Walter Matthau",doctor six months live couldn’ pay bill six months walter matthau,Medical
36970, My Medical Choice - Angelina Jolie http://t.co/KOYLEWdseH,medical choice angelina jolie,Medical
36982, These people at the hospital act so slow!!!!!,people hospital act slow,Medical
36989, Medical tape means business. #geez,medical tape means business #geez,Medical
36990, Lmao my friend just went to the doctor and found out that she broke her butt..........my friends are weird!!!!!!????,lmao friend doctor found broke buttmy friends weird,Medical
36991," @DanielSonntag @Vote4Wallace Maybe, under Obamacare, the IRS will leak Obama's medical records LOL",maybe obamacare irs leak obamas medical records lol,Medical
36992, @Jett_NLU If you're bleeding go to the hospital.,bleeding hospital,Medical
36995, Medical video lectures: Your Radiologist Explains: Proton Therapy:  http://t.co/JKD3ZumGDd,medical video lectures radiologist explains proton therapy,Medical
